timestamp,local_time,sensor_2,sensor_4,bbox_x1,bbox_y1,bbox_x2,bbox_y2,mv_1,mv_2,mv_3,mv_4,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,fhp,prediction,notes,user_id,alarm_notification,notification_interval,feedback,model_threshold,model_notes
5746168,2024-08-29 13:40:18,,,,,,,751,739,758,754,,,,,,,,,,,,,,-1,no,,,,
5746168,2024-08-29 13:40:18,,,,,,,751,739,758,754,,,,,,,,,,,,,,-1,no,,,,
5746168,2024-08-29 13:40:18,,,,,,,751,739,758,754,,,,,,,,,,,,,,-1,no,,,,
5746178,2024-08-29 13:40:18,,,,,,,819,819,820,820,,,,,,,,,,,,,,-1,no,,,,
5746178,2024-08-29 13:40:18,,,,,,,819,819,820,820,,,,,,,,,,,,,,-1,no,,,,
5746188,2024-08-29 13:40:18,751,820,,,,,,,,,,,,,,,,,,,,,,-1,no,,,,
5746668,2024-08-29 13:40:18,,,,,,,754,739,758,754,,,,,,,,,,,,,,-1,no,,,,
5746668,2024-08-29 13:40:18,,,,,,,754,739,758,754,,,,,,,,,,,,,,-1,no,,,,
5746668,2024-08-29 13:40:18,,,,,,,754,739,758,754,,,,,,,,,,,,,,-1,no,,,,
5746678,2024-08-29 13:40:18,,,,,,,819,819,820,820,,,,,,,,,,,,,,-1,no,,,,
5746678,2024-08-29 13:40:18,,,,,,,819,819,820,820,,,,,,,,,,,,,,-1,no,,,,
5746688,2024-08-29 13:40:18,751,820,,,,,,,,,,,,,,,,,,,,,,-1,no,,,,
